ID;Title;Image URL;Image Filename;Permalink;Slug;razze allevamenti
606;Pudel pointer;https://www.caniincasa.it/wp-content/uploads/2023/10/Pudel-pointer.jpg;Pudel-pointer.jpg;https://www.caniincasa.it/razze_di_cani/pudel-pointer/;pudel-pointer;Pudel pointer
607;Puli;https://www.caniincasa.it/wp-content/uploads/2023/10/Puli.jpg;Puli.jpg;https://www.caniincasa.it/razze_di_cani/puli/;puli;Puli
608;Pumi;https://www.caniincasa.it/wp-content/uploads/2023/10/Pumi.jpg;Pumi.jpg;https://www.caniincasa.it/razze_di_cani/pumi/;pumi;Pumi
609;Rafeiro do alentejo;https://www.caniincasa.it/wp-content/uploads/2023/10/Rafeiro-do-alentejo.jpg;Rafeiro-do-alentejo.jpg;https://www.caniincasa.it/razze_di_cani/rafeiro-do-alentejo/;rafeiro-do-alentejo;Rafeiro do alentejo
610;Rhodesian ridgeback;https://www.caniincasa.it/wp-content/uploads/2023/10/Rhodesian-ridgeback.jpg;Rhodesian-ridgeback.jpg;https://www.caniincasa.it/razze_di_cani/rhodesian-ridgeback/;rhodesian-ridgeback;Rhodesian ridgeback
611;Riesenschnauzer;https://www.caniincasa.it/wp-content/uploads/2023/10/Riesenschnauzer.jpg;Riesenschnauzer.jpg;https://www.caniincasa.it/razze_di_cani/riesenschnauzer/;riesenschnauzer;Riesenschnauzer
614;Romanian carpathian sheperd dog;https://www.caniincasa.it/wp-content/uploads/2023/10/ROMANIAN-CARPATHIAN-SHEPERD.jpg;ROMANIAN-CARPATHIAN-SHEPERD.jpg;https://www.caniincasa.it/razze_di_cani/romanian-carpathian-sheperd-dog/;romanian-carpathian-sheperd-dog;Romanian carpathian sheperd dog
615;Romanian mioritic sheperd dog;https://www.caniincasa.it/wp-content/uploads/2023/10/ROMANIAN-MIORITIC-SHEPERD.jpg;ROMANIAN-MIORITIC-SHEPERD.jpg;https://www.caniincasa.it/razze_di_cani/romanian-mioritic-sheperd-dog/;romanian-mioritic-sheperd-dog;Romanian mioritic sheperd dog
616;Rottweiler;https://www.caniincasa.it/wp-content/uploads/2023/10/Rottweiler.jpg;Rottweiler.jpg;https://www.caniincasa.it/razze_di_cani/rottweiler/;rottweiler;Rottweiler
617;Russian toy;https://www.caniincasa.it/wp-content/uploads/2023/10/Russian-toy.jpg;Russian-toy.jpg;https://www.caniincasa.it/razze_di_cani/russian-toy/;russian-toy;Russian toy
618;Sabueso espagnol;https://www.caniincasa.it/wp-content/uploads/2023/10/Sabueso-espagnol.jpeg;Sabueso-espagnol.jpeg;https://www.caniincasa.it/razze_di_cani/sabueso-espagnol/;sabueso-espagnol;Sabueso espagnol
619;Saluki;https://www.caniincasa.it/wp-content/uploads/2023/10/Saluki.jpg;Saluki.jpg;https://www.caniincasa.it/razze_di_cani/saluki/;saluki;Saluki
620;Samoiedo;https://www.caniincasa.it/wp-content/uploads/2023/10/Samoiedo.jpg;Samoiedo.jpg;https://www.caniincasa.it/razze_di_cani/samoiedo/;samoiedo;Samoiedo
621;Schapendoes;https://www.caniincasa.it/wp-content/uploads/2023/10/Schapendoes.jpg;Schapendoes.jpg;https://www.caniincasa.it/razze_di_cani/schapendoes/;schapendoes;Schapendoes
622;Schiller stovare;https://www.caniincasa.it/wp-content/uploads/2023/10/Schiller-stovare.jpg;Schiller-stovare.jpg;https://www.caniincasa.it/razze_di_cani/schiller-stovare/;schiller-stovare;Schiller stovare
623;Schipperkee;https://www.caniincasa.it/wp-content/uploads/2023/10/Schipperkee.jpeg;Schipperkee.jpeg;https://www.caniincasa.it/razze_di_cani/schipperkee/;schipperkee;Schipperkee
624;Schnauzer;https://www.caniincasa.it/wp-content/uploads/2023/10/Schnauzer.jpg;Schnauzer.jpg;https://www.caniincasa.it/razze_di_cani/schnauzer/;schnauzer;Schnauzer
625;Scottish terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Scottish-terrier.jpg;Scottish-terrier.jpg;https://www.caniincasa.it/razze_di_cani/scottish-terrier/;scottish-terrier;Scottish terrier
626;Sealyham terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Sealyham-terrier.jpg;Sealyham-terrier.jpg;https://www.caniincasa.it/razze_di_cani/sealyham-terrier/;sealyham-terrier;Sealyham terrier
627;Segugi svizzeri;https://www.caniincasa.it/wp-content/uploads/2023/10/Segugi-svizzeri.jpg;Segugi-svizzeri.jpg;https://www.caniincasa.it/razze_di_cani/segugi-svizzeri/;segugi-svizzeri;Segugi svizzeri
628;Segugio austriaco nero focato;https://www.caniincasa.it/wp-content/uploads/2023/10/Segugio-austriaco-nero-focato.jpg;Segugio-austriaco-nero-focato.jpg;https://www.caniincasa.it/razze_di_cani/segugio-austriaco-nero-focato/;segugio-austriaco-nero-focato;Segugio austriaco nero focato
629;Segugio dei balcani;https://www.caniincasa.it/wp-content/uploads/2023/10/Segugio-dei-balcani.jpg;Segugio-dei-balcani.jpg;https://www.caniincasa.it/razze_di_cani/segugio-dei-balcani/;segugio-dei-balcani;Segugio dei balcani
630;Segugio dell’appennino;https://www.caniincasa.it/wp-content/uploads/2023/10/Segugio-dellappennino.jpg;Segugio-dellappennino.jpg;https://www.caniincasa.it/razze_di_cani/segugio-dellappennino/;segugio-dellappennino;Segugio dell’appennino
631;Segugio dell’istria;https://www.caniincasa.it/wp-content/uploads/2023/10/Segugio-dellistria.jpg;Segugio-dellistria.jpg;https://www.caniincasa.it/razze_di_cani/segugio-dellistria/;segugio-dellistria;Segugio dell’istria
632;Segugio della bosnia a pelo duro;https://www.caniincasa.it/wp-content/uploads/2023/10/Segugio-della-bosnia-a-pelo-duro.jpg;Segugio-della-bosnia-a-pelo-duro.jpg;https://www.caniincasa.it/razze_di_cani/segugio-della-bosnia-a-pelo-duro/;segugio-della-bosnia-a-pelo-duro;Segugio della bosnia a pelo duro
633;Segugio della stiria a pelo ruvido;https://www.caniincasa.it/wp-content/uploads/2023/10/Segugio-della-stiria-a-pelo-ruvido.jpg;Segugio-della-stiria-a-pelo-ruvido.jpg;https://www.caniincasa.it/razze_di_cani/segugio-della-stiria-a-pelo-ruvido/;segugio-della-stiria-a-pelo-ruvido;Segugio della stiria a pelo ruvido
634;Segugio della transilvania;https://www.caniincasa.it/wp-content/uploads/2023/10/Segugio-della-transilvania.jpg;Segugio-della-transilvania.jpg;https://www.caniincasa.it/razze_di_cani/segugio-della-transilvania/;segugio-della-transilvania;Segugio della transilvania
635;Segugio della westfalia;https://www.caniincasa.it/wp-content/uploads/2023/10/Segugio-della-westfalia.jpg;Segugio-della-westfalia.jpg;https://www.caniincasa.it/razze_di_cani/segugio-della-westfalia/;segugio-della-westfalia;Segugio della westfalia
636;Segugio ellenico;https://www.caniincasa.it/wp-content/uploads/2023/10/segugio-ellenico.jpg;segugio-ellenico.jpg;https://www.caniincasa.it/razze_di_cani/segugio-ellenico/;segugio-ellenico;Segugio ellenico
637;Segugio finlandese;https://www.caniincasa.it/wp-content/uploads/2023/10/Segugio-finlandese.jpg;Segugio-finlandese.jpg;https://www.caniincasa.it/razze_di_cani/segugio-finlandese/;segugio-finlandese;Segugio finlandese
638;Segugio italiano;https://www.caniincasa.it/wp-content/uploads/2023/10/Segugio-italiano.jpg;Segugio-italiano.jpg;https://www.caniincasa.it/razze_di_cani/segugio-italiano/;segugio-italiano;Segugio italiano
639;Segugio maremmano;https://www.caniincasa.it/wp-content/uploads/2023/10/Segugio-maremmano.jpg;Segugio-maremmano.jpg;https://www.caniincasa.it/razze_di_cani/segugio-maremmano/;segugio-maremmano;Segugio maremmano
640;Segugio polacco;https://www.caniincasa.it/wp-content/uploads/2023/10/Segugio-polacco.jpg;Segugio-polacco.jpg;https://www.caniincasa.it/razze_di_cani/segugio-polacco/;segugio-polacco;Segugio polacco
641;Segugio posavatz;https://www.caniincasa.it/wp-content/uploads/2023/10/Segugio-posavatz.jpg;Segugio-posavatz.jpg;https://www.caniincasa.it/razze_di_cani/segugio-posavatz/;segugio-posavatz;Segugio posavatz
642;Segugio tedesco;https://www.caniincasa.it/wp-content/uploads/2023/10/Segugio-della-tedesco.jpg;Segugio-della-tedesco.jpg;https://www.caniincasa.it/razze_di_cani/segugio-tedesco/;segugio-tedesco;Segugio tedesco
643;Segugio tirolese;https://www.caniincasa.it/wp-content/uploads/2023/10/segugio-tirolese-scaled-1.jpg;segugio-tirolese-scaled-1.jpg;https://www.caniincasa.it/razze_di_cani/segugio-tirolese/;segugio-tirolese;Segugio tirolese
644;Segugio tricolore jugoslavo;https://www.caniincasa.it/wp-content/uploads/2023/10/Segugio-tricolore-jugoslavo.jpg;Segugio-tricolore-jugoslavo.jpg;https://www.caniincasa.it/razze_di_cani/segugio-tricolore-jugoslavo/;segugio-tricolore-jugoslavo;Segugio tricolore jugoslavo
645;Segugio yugoslavo da montagna;https://www.caniincasa.it/wp-content/uploads/2023/10/Segugio-jugoslavo-da-montagna.jpg;Segugio-jugoslavo-da-montagna.jpg;https://www.caniincasa.it/razze_di_cani/segugio-yugoslavo-da-montagna/;segugio-yugoslavo-da-montagna;Segugio yugoslavo da montagna
646;Setter gordon;https://www.caniincasa.it/wp-content/uploads/2023/10/Setter-gordon.jpg;Setter-gordon.jpg;https://www.caniincasa.it/razze_di_cani/setter-gordon/;setter-gordon;Setter gordon
647;Setter inglese;https://www.caniincasa.it/wp-content/uploads/2023/10/Setter-inglese.jpg;Setter-inglese.jpg;https://www.caniincasa.it/razze_di_cani/setter-inglese/;setter-inglese;Setter inglese
648;Setter irlandese;https://www.caniincasa.it/wp-content/uploads/2023/10/Setter-irlandese.jpg;Setter-irlandese.jpg;https://www.caniincasa.it/razze_di_cani/setter-irlandese/;setter-irlandese;Setter irlandese
649;Shar pei;https://www.caniincasa.it/wp-content/uploads/2023/10/Shar-pei.jpg;Shar-pei.jpg;https://www.caniincasa.it/razze_di_cani/shar-pei/;shar-pei;Shar pei
650;Shiba;https://www.caniincasa.it/wp-content/uploads/2023/10/Shiba.jpg;Shiba.jpg;https://www.caniincasa.it/razze_di_cani/shiba/;shiba;Shiba
651;Shih tzu;https://www.caniincasa.it/wp-content/uploads/2023/10/Shih-tzu.jpg;Shih-tzu.jpg;https://www.caniincasa.it/razze_di_cani/shih-tzu/;shih-tzu;Shih tzu
652;Shikoku;https://www.caniincasa.it/wp-content/uploads/2023/10/Shikoku.jpg;Shikoku.jpg;https://www.caniincasa.it/razze_di_cani/shikoku/;shikoku;Shikoku
653;Siberian husky;https://www.caniincasa.it/wp-content/uploads/2023/10/Siberian-husky.jpg;Siberian-husky.jpg;https://www.caniincasa.it/razze_di_cani/siberian-husky/;siberian-husky;Siberian husky
654;Skye terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Skye-terrier.jpg;Skye-terrier.jpg;https://www.caniincasa.it/razze_di_cani/skye-terrier/;skye-terrier;Skye terrier
655;Sloughi;https://www.caniincasa.it/wp-content/uploads/2023/10/Sloughi.jpg;Sloughi.jpg;https://www.caniincasa.it/razze_di_cani/sloughi/;sloughi;Sloughi
656;Slovensky cuvac;https://www.caniincasa.it/wp-content/uploads/2023/10/Slovensky-cuvac.jpg;Slovensky-cuvac.jpg;https://www.caniincasa.it/razze_di_cani/slovensky-cuvac/;slovensky-cuvac;Slovensky cuvac
657;Slovensky kopov;https://www.caniincasa.it/wp-content/uploads/2023/10/Slovensky-kopov.jpg;Slovensky-kopov.jpg;https://www.caniincasa.it/razze_di_cani/slovensky-kopov/;slovensky-kopov;Slovensky kopov
658;Smaalandsstovare;https://www.caniincasa.it/wp-content/uploads/2023/10/Smaalandsstovare.jpg;Smaalandsstovare.jpg;https://www.caniincasa.it/razze_di_cani/smaalandsstovare/;smaalandsstovare;Smaalandsstovare
659;Smoushond olandese;https://www.caniincasa.it/wp-content/uploads/2023/10/Smoushond-olandese.jpg;Smoushond-olandese.jpg;https://www.caniincasa.it/razze_di_cani/smoushond-olandese/;smoushond-olandese;Smoushond olandese
660;Spaniel olandese;https://www.caniincasa.it/wp-content/uploads/2023/10/Spaniel-olandese.jpg;Spaniel-olandese.jpg;https://www.caniincasa.it/razze_di_cani/spaniel-olandese/;spaniel-olandese;Spaniel olandese
661;Spaniel tedesco;https://www.caniincasa.it/wp-content/uploads/2023/10/Spaniel-tedesco.jpg;Spaniel-tedesco.jpg;https://www.caniincasa.it/razze_di_cani/spaniel-tedesco/;spaniel-tedesco;Spaniel tedesco
662;Spinone italiano;https://www.caniincasa.it/wp-content/uploads/2023/10/Spinone-italiano.jpg;Spinone-italiano.jpg;https://www.caniincasa.it/razze_di_cani/spinone-italiano/;spinone-italiano;Spinone italiano
663;Spitz finnico;https://www.caniincasa.it/wp-content/uploads/2023/10/Spitz-finnico.jpg;Spitz-finnico.jpg;https://www.caniincasa.it/razze_di_cani/spitz-finnico/;spitz-finnico;Spitz finnico
664;Spitz giapponese;https://www.caniincasa.it/wp-content/uploads/2023/10/Spitz-giapponese.jpg;Spitz-giapponese.jpg;https://www.caniincasa.it/razze_di_cani/spitz-giapponese/;spitz-giapponese;Spitz giapponese
665;Spitz tedeschi;https://www.caniincasa.it/wp-content/uploads/2023/10/Spitz-tedeschi.jpg;Spitz-tedeschi.jpg;https://www.caniincasa.it/razze_di_cani/spitz-tedeschi/;spitz-tedeschi;Spitz tedeschi
666;Springer spaniel inglese;https://www.caniincasa.it/wp-content/uploads/2023/10/Springer-spaniel-inglese.jpg;Springer-spaniel-inglese.jpg;https://www.caniincasa.it/razze_di_cani/springer-spaniel-inglese/;springer-spaniel-inglese;Springer spaniel inglese
667;Stabyhound;https://www.caniincasa.it/wp-content/uploads/2023/10/Stabyhound.jpg;Stabyhound.jpg;https://www.caniincasa.it/razze_di_cani/stabyhound/;stabyhound;Stabyhound
668;Staffordshire bull terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Staffordshire-bull-terrier.jpg;Staffordshire-bull-terrier.jpg;https://www.caniincasa.it/razze_di_cani/staffordshire-bull-terrier/;staffordshire-bull-terrier;Staffordshire bull terrier
669;Sussex spaniel;https://www.caniincasa.it/wp-content/uploads/2023/10/Sussex-spaniel.jpg;Sussex-spaniel.jpg;https://www.caniincasa.it/razze_di_cani/sussex-spaniel/;sussex-spaniel;Sussex spaniel
670;Svensk lapphund;https://www.caniincasa.it/wp-content/uploads/2023/10/Svensk-lapphund.jpg;Svensk-lapphund.jpg;https://www.caniincasa.it/razze_di_cani/svensk-lapphund/;svensk-lapphund;Svensk lapphund
671;Taiwan dog;https://www.caniincasa.it/wp-content/uploads/2023/10/Taiwan-dog.jpg;Taiwan-dog.jpg;https://www.caniincasa.it/razze_di_cani/taiwan-dog/;taiwan-dog;Taiwan dog
672;Terranova;https://www.caniincasa.it/wp-content/uploads/2023/10/Terranova.jpg;Terranova.jpg;https://www.caniincasa.it/razze_di_cani/terranova/;terranova;Terranova
673;Terrier boemo;https://www.caniincasa.it/wp-content/uploads/2023/10/Cesky-terrier.jpg;Cesky-terrier.jpg;https://www.caniincasa.it/razze_di_cani/terrier-boemo/;terrier-boemo;Terrier boemo
674;Terrier brazileiro;https://www.caniincasa.it/wp-content/uploads/2023/10/Terrier-brazileiro-1.jpg;Terrier-brazileiro-1.jpg;https://www.caniincasa.it/razze_di_cani/terrier-brazileiro/;terrier-brazileiro;Terrier brazileiro
675;Terrier giapponese;https://www.caniincasa.it/wp-content/uploads/2023/10/Terrier-giapponese.jpg;Terrier-giapponese.jpg;https://www.caniincasa.it/razze_di_cani/terrier-giapponese/;terrier-giapponese;Terrier giapponese
676;Terrier nero russo;https://www.caniincasa.it/wp-content/uploads/2023/10/Terrier-nero-russo.jpg;Terrier-nero-russo.jpg;https://www.caniincasa.it/razze_di_cani/terrier-nero-russo/;terrier-nero-russo;Terrier nero russo
677;Thai bangkaew dog;https://www.caniincasa.it/wp-content/uploads/2023/10/Thai-bangkaew-dog.jpg;Thai-bangkaew-dog.jpg;https://www.caniincasa.it/razze_di_cani/thai-bangkaew-dog/;thai-bangkaew-dog;Thai bangkaew dog
678;Thai ridgeback dog;https://www.caniincasa.it/wp-content/uploads/2023/10/Thai-ridgeback-dog.jpg;Thai-ridgeback-dog.jpg;https://www.caniincasa.it/razze_di_cani/thai-ridgeback-dog/;thai-ridgeback-dog;Thai ridgeback dog
679;Tibetan mastiff;https://www.caniincasa.it/wp-content/uploads/2023/10/Tibetan-mastiff.jpg;Tibetan-mastiff.jpg;https://www.caniincasa.it/razze_di_cani/tibetan-mastiff/;tibetan-mastiff;Tibetan mastiff
680;Tibetan spaniel;https://www.caniincasa.it/wp-content/uploads/2023/10/Tibetan-spaniel.jpg;Tibetan-spaniel.jpg;https://www.caniincasa.it/razze_di_cani/tibetan-spaniel/;tibetan-spaniel;Tibetan spaniel
681;Tibetan terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Tibetan-terrier.jpg;Tibetan-terrier.jpg;https://www.caniincasa.it/razze_di_cani/tibetan-terrier/;tibetan-terrier;Tibetan terrier
682;Tornjak;https://www.caniincasa.it/wp-content/uploads/2023/10/Tornjak.jpg;Tornjak.jpg;https://www.caniincasa.it/razze_di_cani/tornjak/;tornjak;Tornjak
683;Tosa;https://www.caniincasa.it/wp-content/uploads/2023/10/Tosa.jpg;Tosa.jpg;https://www.caniincasa.it/razze_di_cani/tosa/;tosa;Tosa
684;Vastgotsaaspets;https://www.caniincasa.it/wp-content/uploads/2023/10/Vastgotsaaspets.jpg;Vastgotsaaspets.jpg;https://www.caniincasa.it/razze_di_cani/vastgotsaaspets/;vastgotsaaspets;Vastgotsaaspets
685;Volpino italiano;https://www.caniincasa.it/wp-content/uploads/2023/10/Volpino-italiano.jpg;Volpino-italiano.jpg;https://www.caniincasa.it/razze_di_cani/volpino-italiano/;volpino-italiano;Volpino italiano
686;Weimaraner;https://www.caniincasa.it/wp-content/uploads/2023/10/Weimaraner.jpg;Weimaraner.jpg;https://www.caniincasa.it/razze_di_cani/weimaraner/;weimaraner;Weimaraner
687;Welsh corgi pembroke;https://www.caniincasa.it/wp-content/uploads/2023/10/Welsh-corgi-pembroke.jpg;Welsh-corgi-pembroke.jpg;https://www.caniincasa.it/razze_di_cani/welsh-corgi-pembroke/;welsh-corgi-pembroke;Welsh corgi pembroke
688;Welsh corgie cardigan;https://www.caniincasa.it/wp-content/uploads/2023/10/Welsh-corgie-cardigan.jpg;Welsh-corgie-cardigan.jpg;https://www.caniincasa.it/razze_di_cani/welsh-corgie-cardigan/;welsh-corgie-cardigan;Welsh corgie cardigan
689;Welsh springer spaniel;https://www.caniincasa.it/wp-content/uploads/2023/10/Welsh-springer-spaniel.jpg;Welsh-springer-spaniel.jpg;https://www.caniincasa.it/razze_di_cani/welsh-springer-spaniel/;welsh-springer-spaniel;Welsh springer spaniel
690;Welsh terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Welsh-terrier.jpg;Welsh-terrier.jpg;https://www.caniincasa.it/razze_di_cani/welsh-terrier/;welsh-terrier;Welsh terrier
691;West highland white terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/West-highland-white-terrier.jpg;West-highland-white-terrier.jpg;https://www.caniincasa.it/razze_di_cani/west-highland-white-terrier/;west-highland-white-terrier;West highland white terrier
692;Whippet;https://www.caniincasa.it/wp-content/uploads/2023/10/Whippet.jpg;Whippet.jpg;https://www.caniincasa.it/razze_di_cani/whippet/;whippet;Whippet
693;Xoloitzcuintle;https://www.caniincasa.it/wp-content/uploads/2023/10/Xoloitzcuintle.jpg;Xoloitzcuintle.jpg;https://www.caniincasa.it/razze_di_cani/xoloitzcuintle/;xoloitzcuintle;Xoloitzcuintle
694;Yorkshire terrier;https://www.caniincasa.it/wp-content/uploads/2023/10/Yorkshire-terrier.jpg;Yorkshire-terrier.jpg;https://www.caniincasa.it/razze_di_cani/yorkshire-terrier/;yorkshire-terrier;Yorkshire terrier
695;Zwergpinscher;https://www.caniincasa.it/wp-content/uploads/2023/10/Zwergpinscher.jpg;Zwergpinscher.jpg;https://www.caniincasa.it/razze_di_cani/zwergpinscher/;zwergpinscher;Zwergpinscher
696;Zwergschnauzer;https://www.caniincasa.it/wp-content/uploads/2023/10/Zwergschnauzer.jpg;Zwergschnauzer.jpg;https://www.caniincasa.it/razze_di_cani/zwergschnauzer/;zwergschnauzer;Zwergschnauzer
